,original_id
10398,002517990X
10399,003071091X
10400,006000150X
10401,0060157119
10402,0060163747
10403,0060164719
10404,0060169036
10405,006017613X
10406,0060176172
10407,0060176784
10408,0060177861
10409,0060178213
10410,006018311X
10411,0060191538
10412,0060192704
10413,0060195460
10414,0060210117
10415,0060263865
10416,0060267828
10417,0060391715
10418,0060633875
10419,0060930535
10420,0060952075
10421,0060969911
10422,0061008869
10423,0061009784
10424,0061011479
10425,0061030244
10426,0061051721
10427,0061091502
10428,006109224X
10429,0061092819
10430,0062506811
10431,006251072X
10432,0062516728
10433,0062517279
10434,0064411028
10435,0064430960
10436,0064434478
10437,0064434729
10438,0064440516
10439,0064440583
10440,0064442438
10441,0064451410
10442,0064451429
10443,006621341X
10444,0066213703
10445,0070064601
10446,0075536668
10447,0140179836
10448,0140196277
10449,0140366849
10450,0140367144
10451,0140434267
10452,0140501738
10453,0140505393
10454,0140547533
10455,0140558195
10456,0140558640
10457,0140558918
10458,0140566724
10459,0151002517
10460,0151504407
10461,0152009868
10462,0152019561
10463,0152020950
10464,0152632247
10465,0152928510
10466,0156005646
10467,0156329301
10468,0156681404
10469,0307000427
10470,0307001377
10471,0307021688
10472,0307021858
10473,0307061116
10474,0307101002
10475,0307101649
10476,0307101657
10477,0307102262
10478,0307102343
10479,0307102521
10480,0307116336
10481,0307119653
10482,0307125394
10483,0307132870
10484,0307160599
10485,0307171574
10486,0307176274
10487,030720314X
10488,0307251764
10489,0307264025
10490,0307301907
10491,0307302008
10492,0307302636
10493,030768797X
10494,0307960366
10495,0307960404
10496,0307987868
10497,0307988066
10498,0310205573
10499,0310240107
10500,0310448816
10501,0312026633
10502,0312193513
10503,0312198396
10504,0312206070
10505,0312242654
10506,0312263937
10507,0312280513
10508,0312695977
10509,0312869649
10510,0312927967
10511,0312953976
10512,0312966326
10513,0312974574
10514,0312975732
10515,0312979797
10516,0312979975
10517,0312981546
10518,0316817155
10519,0345333217
10520,0345339703
10521,0345355105
10522,0345361571
10523,0345363582
10524,0345373537
10525,0345380754
10526,034538430X
10527,0345384350
10528,0345387651
10529,0345388151
10530,0345391241
10531,0345409523
10532,0345412974
10533,0345422783
10534,0345429192
10535,0345439104
10536,0345441265
10537,0345444566
10538,0345445724
10539,0345458842
10540,0373118406
10541,0373195834
10542,0373226756
10543,0373255292
10544,0373261772
10545,037326352X
10546,0373271433
10547,0373272413
10548,0373273185
10549,0373441886
10550,0373441916
10551,0373511434
10552,0373511876
10553,037351221X
10554,0373691246
10555,0373709838
10556,0373765134
10557,0373790236
10558,0373832524
10559,037383571X
10560,0374110131
10561,0374311013
10562,0374361649
10563,0374527229
10564,0375406328
10565,0375500995
10566,0375505547
10567,0375701214
10568,0375703063
10569,0376038772
10570,038000772X
10571,0380703882
10572,0380708655
10573,0380714647
10574,0380714876
10575,0380716259
10576,0380717158
10577,0380723085
10578,0380723336
10579,0380724472
10580,038072796X
10581,0380804204
10582,0380808072
10583,0385123132
10584,0385124031
10585,0385145217
10586,0385177690
10587,0385262299
10588,0385296495
10589,0385309139
10590,0385310684
10591,0385316348
10592,0385319711
10593,0385420161
10594,0385472943
10595,0385479670
10596,0385492081
10597,0385497261
10598,0385498802
10599,0393020126
10600,0394830199
10601,0394837363
10602,0394848365
10603,039487336X
10604,0394883209
10605,0394891139
10606,0394898613
10607,0395159903
10608,0395404509
10609,0395557011
10610,0395689961
10611,0395845181
10612,039700981X
10613,0399135790
10614,0399139192
10615,0399140530
10616,0399140913
10617,0399141065
10618,0399142495
10619,0399146296
10620,0399201440
10621,0399213015
10622,0399234276
10623,0399237704
10624,0399526048
10625,0399526544
10626,0415924952
10627,0425077837
10628,0425087832
10629,0425095576
10630,0425097773
10631,0425104273
10632,0425130258
10633,042516876X
10634,0425172996
10635,042517736X
10636,0425179605
10637,0425179885
10638,0425183378
10639,0439110912
10640,0439309085
10641,0440114756
10642,0440124344
10643,0440129265
10644,0440156637
10645,0440172217
10646,044018293X
10647,0440194903
10648,044021422X
10649,0440217547
10650,0440223237
10651,0440226708
10652,0440236444
10653,0440236703
10654,0440236851
10655,0440343194
10656,044046126X
10657,0440508215
10658,044100119X
10659,0441800114
10660,0441800122
10661,0441802087
10662,0446327069
10663,0446349496
10664,0446359408
10665,0446390380
10666,0446512362
10667,0446513342
10668,0446513954
10669,044651747X
10670,044651974X
10671,0446524131
10672,0446524603
10673,0446602736
10674,0446606227
10675,0446606960
10676,0446607436
10677,0446607657
10678,0446610496
10679,044661050X
10680,0446610518
10681,0446614173
10682,0446671215
10683,0448030926
10684,0448095513
10685,0448102129
10686,0448400715
10687,0448400901
10688,044840947X
10689,0448417065
10690,0449183300
10691,0449225046
10692,0449238946
10693,0449907953
10694,0449908631
10695,0451154916
10696,0451159535
10697,0451161343
10698,0451161351
10699,0451167570
10700,0451169514
10701,0451192257
10702,0451198638
10703,0451200837
10704,0451205073
10705,0451205642
10706,0451206878
10707,0451207955
10708,0451209540
10709,0451404092
10710,0451406826
10711,0451410319
10712,0451410777
10713,0451522222
10714,0451524004
10715,0452277507
10716,0486266885
10717,0486280314
10718,0486406512
10719,0486415864
10720,0486424499
10721,0500277591
10722,0505525046
10723,0515099279
10724,051510521X
10725,0515106070
10726,0515108030
10727,0515120898
10728,0515127221
10729,0515134120
10730,0517436930
10731,0517799731
10732,0525460837
10733,0525944818
10734,0525945741
10735,0525946063
10736,0525947299
10737,0528824910
10738,0531071421
10739,055305094X
10740,0553057006
10741,0553106163
10742,0553107305
10743,0553110632
10744,0553110837
10745,0553209779
10746,0553213873
10747,0553240749
10748,0553250426
10749,0553256742
10750,0553262645
10751,0553272055
10752,0553275291
10753,0553278274
10754,0553278355
10755,0553284118
10756,0553284657
10757,0553285920
10758,0553293982
10759,0553295977
10760,0553299506
10761,0553486330
10762,0553563521
10763,0553565915
10764,0553567217
10765,0553568701
10766,0553568760
10767,0553572326
10768,0553573659
10769,0553580191
10770,055358412X
10771,0553801376
10772,0553802976
10773,0553803077
10774,0590025996
10775,0590037145
10776,0590058118
10777,0590224735
10778,0590251600
10779,0590251651
10780,0590251678
10781,0590399861
10782,0590416022
10783,0590417010
10784,0590420577
10785,0590443518
10786,0590477382
10787,0590477404
10788,0590543318
10789,059056885X
10790,0590582887
10791,059084783X
10792,0609607375
10793,0609803875
10794,0618055444
10795,0618154442
10796,0670220264
10797,0670870897
10798,0670887242
10799,0670892742
10800,0671001132
10801,0671003682
10802,0671007637
10803,0671008978
10804,0671016792
10805,0671024507
10806,0671039741
10807,0671039962
10808,0671067990
10809,0671218395
10810,0671229419
10811,0671249894
10812,0671449028
10813,0671449044
10814,0671510126
10815,0671533983
10816,0671639722
10817,0671664581
10818,0671674633
10819,067169507X
10820,0671729411
10821,0671729489
10822,0671730789
10823,0671735098
10824,0671737821
10825,0671744526
10826,0671749013
10827,0671769316
10828,0671776126
10829,0671799525
10830,0671894242
10831,0679403558
10832,0679412476
10833,0679428526
10834,067943013X
10835,0679437037
10836,0679437460
10837,0679452532
10838,0679457550
10839,067974388X
10840,0679770410
10841,0679808353
10842,0679813438
10843,0679885722
10844,0684128195
10845,0684814153
10846,0684842327
10847,0684845768
10848,0684849739
10849,068485029X
10850,068485080X
10851,0684856603
10852,0684857340
10853,0684859939
10854,0684866102
10855,0684871262
10856,0688093043
10857,068810312X
10858,0688107508
10859,0688119344
10860,068813128X
10861,0688132855
10862,0688151175
10863,0688151817
10864,0688160824
10865,0688172865
10866,0688173691
10867,0688180639
10868,068971310X
10869,0689715811
10870,0689716117
10871,0689716605
10872,0689718616
10873,0689814747
10874,068982954X
10875,0689840810
10876,0689841345
10877,0689845065
10878,0689849109
10879,0694006513
10880,0694056081
10881,0696025701
10882,069602585X
10883,0696219166
10884,0698114124
10885,0736401245
10886,0736802053
10887,0740704818
10888,0743204735
10889,0743211189
10890,0743211375
10891,0743225791
10892,0743411323
10893,074341134X
10894,0743412273
10895,0743418891
10896,0743428587
10897,0743428595
10898,0743430999
10899,0749708042
10900,0758200374
10901,0761315357
10902,0761409033
10903,0762101466
10904,0762406925
10905,0762703245
10906,0762709308
10907,0763603112
10908,0763603368
10909,0763605573
10910,0763606391
10911,0763609099
10912,0764170201
10913,0765304058
10914,0767905938
10915,0767915054
10916,0785271899
10917,0785302867
10918,0786003111
10919,0786011998
10920,0786212233
10921,0786840684
10922,0786860200
10923,0786867647
10924,0786868090
10925,0786869054
10926,0786881208
10927,0786886021
10928,0786889020
10929,0789436507
10930,0789439883
10931,0800716779
10932,0800717228
10933,0800754344
10934,0800771710
10935,080078412X
10936,0802131786
10937,0802726313
10938,0803600747
10939,0803703740
10940,0803718276
10941,0803725914
10942,0804110972
10943,0804116261
10944,0804117942
10945,0805047042
10946,0805047905
10947,0805061762
10948,0806968427
10949,0807508527
10950,0807552933
10951,0807553913
10952,0807591106
10953,0807593664
10954,0809425815
10955,0811201082
10956,0812065530
10957,0812093453
10958,0812577701
10959,0812930304
10960,0812930347
10961,0812931130
10962,0812932358
10963,0812992113
10964,0816714630
10965,0821218395
10966,0821764020
10967,0821772333
10968,0823405311
10969,082340952X
10970,0823411338
10971,0823415163
10972,0836246152
10973,0836246322
10974,0836270061
10975,0842329269
10976,0842329285
10977,0843107286
10978,084313819X
10979,0843948574
10980,0843950323
10981,0848719514
10982,0849906032
10983,0849911389
10984,084991308X
10985,0849914787
10986,0849937264
10987,0849937418
10988,0849937809
10989,0849976162
10990,0866852611
10991,0870334662
10992,0871235609
10993,0871565471
10994,0874776570
10995,0875962572
10996,0876043570
10997,0876057644
10998,0878578730
10999,0878685855
11000,0879758406
11001,0880293225
11002,0880702389
11003,0880706414
11004,088088990X
11005,0881069167
11006,0882666231
11007,0882704664
11008,088365721X
11009,0884194051
11010,0884861236
11011,0890099804
11012,0891760377
11013,0892561912
11014,0892749695
11015,0894718282
11016,0895261537
11017,0895261677
11018,0895552418
11019,0895555484
11020,0896891127
11021,0896891135
11022,0897210115
11023,0897212533
11024,0899197027
11025,0916441822
11026,0920668887
11027,0931432820
11028,0940450186
11029,0942545699
11030,0944203043
11031,0959774661
11032,0960638881
11033,0961519762
11034,0963439707
11035,0967944406
11036,0967976405
11037,0971766711
11038,1550374842
11039,1551665182
11040,1551666383
11041,1551668696
11042,155166884X
11043,1551668874
11044,1551668947
11045,1555216412
11046,1555910807
11047,1558743669
11048,1558744215
11049,155874424X
11050,1558745017
11051,1558748865
11052,1561707198
11053,1561707228
11054,1562826905
11055,1562920448
11056,1563970783
11057,1563978679
11058,1564024733
11059,1564404757
11060,1565120299
11061,1565121368
11062,1565122615
11063,1565890310
11064,156684097X
11065,1567184855
11066,1567993869
11067,156895428X
11068,1569875189
11069,1569875200
11070,1569875227
11071,1570640157
11072,1570761930
11073,1572971835
11074,1573221112
11075,1573223581
11076,1573225207
11077,1573225835
11078,1573225843
11079,1576738574
11080,1579543022
11081,1580173314
11082,1582970688
11083,1586480375
11084,1586632434
11085,1587172011
11086,1588250016
11087,1852232641
11088,1852839961
11089,1855381451
11090,1878093312
11091,1878399705
11092,1882723007
11093,1883953154
11094,1889910171
11095,0030604176
11096,0060163879
11097,0140083197
11098,014029838X
11099,0140553010
11100,0312262884
11101,0312861796
11102,0312875789
11103,0345338545
11104,0345378911
11105,0345381742
11106,0345424549
11107,0373256744
11108,0373258089
11109,0373258666
11110,0373258941
11111,0373259298
11112,037370447X
11113,0373707150
11114,0374357307
11115,0380701502
11116,0380779765
11117,0380792923
11118,038079439X
11119,0380798271
11120,0380799146
11121,0380872625
11122,0385508409
11123,0399141685
11124,0425061590
11125,0425179052
11126,0425194612
11127,0440215609
11128,0440224187
11129,0440225485
11130,0440445450
11131,0441000908
11132,0441002382
11133,0441004652
11134,0441006019
11135,0441006272
11136,0441011039
11137,0441121632
11138,0441206727
11139,0441346634
11140,0441745229
11141,0445202432
11142,044652560X
11143,0446604046
11144,0446608556
11145,0451152301
11146,0451169158
11147,0451450973
11148,0451453182
11149,0451453204
11150,0451454863
11151,0451457528
11152,0452279755
11153,0553118358
11154,0553254030
11155,0553262815
11156,0553280643
11157,0553573985
11158,0553576399
11159,0553577689
11160,0553577778
11161,0553582364
11162,055358443X
11163,0553584464
11164,0671502859
11165,0671554271
11166,0671578057
11167,0671578146
11168,067165604X
11169,0671876260
11170,0671877445
11171,0743435605
11172,0771079524
11173,0773754261
11174,0805007911
11175,0812522931
11176,0812522958
11177,0812533453
11178,0812538757
11179,0812551621
11180,0812555244
11181,0812559525
11182,0812589696
11183,0812589734
11184,0886773466
11185,0886774446
11186,0886775302
11187,0886777399
11188,0886777844
11189,0886777895
11190,0888012632
11191,0929005406
11192,0970816308
11193,1555832660
11194,155583552X
11195,1565049160
11196,1573441546
11197,1885865422
11198,0028636406
11199,0060168382
11200,0060192240
11201,0064407683
11202,0064407691
11203,0064408639
11204,0064408647
11205,0064408655
11206,0064408663
11207,007021316X
11208,0070608628
11209,0130980056
11210,0138961921
11211,0140089179
11212,014034294X
11213,0140346406
11214,0140384774
11215,014043030X
11216,0192715097
11217,0205126693
11218,0285622714
11219,0312033001
11220,0316548596
11221,0340253398
11222,0349109435
11223,0373980221
11224,038053066X
11225,0380973545
11226,038529929X
11227,0385304900
11228,0385324057
11229,0385490992
11230,0385497466
11231,0406565058
11232,0425047490
11233,0425164403
11234,0446355453
11235,0448143917
11236,0451118219
11237,0451188764
11238,0451197119
11239,0517077736
11240,0517093146
11241,0517182459
11242,0553226819
11243,0553233408
11244,0553235109
11245,0553235311
11246,055323532X
11247,0553239643
11248,0553239651
11249,055323966X
11250,0553240579
11251,055324096X
11252,055324180X
11253,0553241818
11254,0553242547
11255,055324356X
11256,0553243810
11257,0553243829
11258,0553243837
11259,0553243853
11260,0553248243
11261,055324891X
11262,0553249460
11263,0553249924
11264,0553251325
11265,0553251791
11266,0553252976
11267,0553252984
11268,0553255355
11269,0553258842
11270,0553261681
11271,0553263390
11272,0553265660
11273,0553265679
11274,0553266713
11275,0553278118
11276,0553284673
11277,0553573616
11278,0590314645
11279,0590329243
11280,059033252X
11281,0670865796
11282,0670868361
11283,0671437011
11284,0671822209
11285,0679446486
11286,0688084893
11287,0688116752
11288,0688166911
11289,0706411595
11290,0747545774
11291,0749309423
11292,076451640X
11293,0785804250
11294,080651776X
11295,0807282316
11296,0810933756
11297,0811824829
11298,0883016427
11299,0890877467
11300,0895770326
11301,1405200669
11302,1555216633
11303,1558744029
11304,1569579024
11305,1572319267
11306,1573220205
11307,1575662280
11308,1851523138
11309,1853913979
11310,1858051576
11311,1858137942
11312,1859603157
11313,1859603165
11314,1859603173
11315,1859603181
11316,1870838963
11317,9813056096
11318,9813056363
11319,9813056495
11320,9813056606
11321,9838523283
11322,0061010588
11323,0061057428
11324,0061059080
11325,0312973055
11326,0312981201
11327,0345257189
11328,0345279255
11329,0345302281
11330,0345302826
11331,0345306252
11332,0345307763
11333,0345312155
11334,0345325206
11335,0345343808
11336,0345345975
11337,0345406443
11338,0345424646
11339,0345441036
11340,0345461967
11341,0373262027
11342,0380003821
11343,0380017555
11344,0380716127
11345,0380750295
11346,0380759500
11347,038523497X
11348,0385261470
11349,042501973X
11350,042503819X
11351,0425044688
11352,0425154882
11353,0425184226
11354,0440123836
11355,0441009468
11356,0441493009
11357,0441775918
11358,0441848265
11359,0441873405
11360,0445201223
11361,0446321338
11362,0446326119
11363,0446326798
11364,0449137007
11365,0449144631
11366,0449238377
11367,0449242927
11368,0451135318
11369,0451150511
11370,0451188462
11371,0451400690
11372,050552354X
11373,0505523752
11374,0505523892
11375,0505524090
11376,0515117242
11377,0523414811
11378,0553011669
11379,0553561200
11380,055357809X
11381,0553579983
11382,0671024248
11383,0671046160
11384,0671559737
11385,0679425268
11386,0800715675
11387,0812506685
11388,0812508351
11389,0812511077
11390,0812518683
11391,0812520610
11392,0812536282
11393,0812540069
11394,0812542835
11395,0812545958
11396,0812547470
11397,0812562712
11398,0812570197
11399,0812575520
11400,0821714058
11401,0836230620
11402,0843942258
11403,0849938635
11404,0872165868
11405,0877953597
11406,0879979070
11407,0879979283
11408,0886772346
11409,0886774942
11410,0944996159
11411,1401301231
11412,1558176578
11413,156389369X
11414,0060921145
11415,0060925493
11416,0060928514
11417,0060932759
11418,0060951788
11419,0060959037
11420,0061097640
11421,0062510258
11422,0062517864
11423,0140177361
11424,0140177396
11425,0140374248
11426,014200006X
11427,0151002290
11428,0152047336
11429,0152047379
11430,0156005328
11431,0156011042
11432,0316089699
11433,0316313084
11434,0316313149
11435,0316313203
11436,0316782262
11437,0316788228
11438,0316850799
11439,0345383230
11440,0345391780
11441,0345421159
11442,0374271755
11443,0375503862
11444,0375700757
11445,0375708707
11446,0375726349
11447,0380721783
11448,0380724596
11449,0385312377
11450,0385314698
11451,0385315279
11452,0385318073
11453,0385319444
11454,0385503954
11455,0385507607
11456,0425164845
11457,0439101360
11458,0440217563
11459,0440416795
11460,0440431808
11461,0446358657
11462,044900371X
11463,0452265169
11464,0452267307
11465,0517182378
11466,0553107240
11467,0553153277
11468,0553234811
11469,0553250531
11470,0553290614
11471,0553344862
11472,060961097X
11473,0609610996
11474,0618189270
11475,0670030473
11476,067087907X
11477,0671001167
11478,0671042556
11479,0671526723
11480,0671633201
11481,0671682083
11482,0671776134
11483,0679431403
11484,0679441557
11485,0679735879
11486,0679762108
11487,0684801051
11488,0684853906
11489,0743222946
11490,0743247752
11491,0786885238
11492,0805019669
11493,0877453292
11494,1400030382
11495,1567404731
11496,1573228737
11497,1574410792
11498,1582293082
11499,1850893799
11500,1888173629
11501,0026888130
11502,0028621697
11503,0030850746
11504,0060099526
11505,0060187425
11506,0060198125
11507,0060201851
11508,0060254920
11509,0060913983
11510,0060931418
11511,0060976454
11512,0062516078
11513,0062731769
11514,0064451232
11515,0064451240
11516,0064451291
11517,006446055X
11518,0070219079
11519,0140042644
11520,0140274634
11521,0151006725
11522,0151191549
11523,0156443503
11524,015644450X
11525,0156505150
11526,0156997789
11527,0195065107
11528,0307114414
11529,0307204006
11530,0312267843
11531,0316073016
11532,0316914851
11533,0316966207
11534,0345379756
11535,0345383958
11536,0375413634
11537,0375415351
11538,0375506306
11539,0375507477
11540,0375757430
11541,0385469683
11542,0385469705
11543,0385486588
11544,0385486871
11545,0393027392
11546,0393039242
11547,0393040011
11548,0393971414
11549,0394423291
11550,0394800028
11551,0394800206
11552,0394800796
11553,0394800915
11554,039480967X
11555,0394923952
11556,039913929X
11557,0399142983
11558,0435900013
11559,0440204194
11560,0440226198
11561,0446530522
11562,0449907481
11563,0451204700
11564,0452272467
11565,0516098020
11566,0525945318
11567,0525945644
11568,0525946365
11569,052594706X
11570,0525947965
11571,0528820745
11572,055327886X
11573,0553354086
11574,055337320X
11575,0590463608
11576,0590473700
11577,0590738763
11578,0590956175
11579,0609600508
11580,061810450X
11581,0671025783
11582,0671028448
11583,0671035304
11584,0671040839
11585,0671687891
11586,0671737953
11587,0671791583
11588,0671796291
11589,0679426310
11590,067942895X
11591,0679728589
11592,0679738568
11593,0679741283
11594,0679767088
11595,0679882820
11596,0684810018
11597,0684818426
11598,0684841177
11599,068486861X
11600,0688050212
11601,0688079474
11602,0688120369
11603,0688140475
11604,068814487X
11605,0688149898
11606,0688149944
11607,0688149952
11608,0688156983
11609,0688163149
11610,0688165133
11611,068825294X
11612,0696206366
11613,0764152688
11614,0785316078
11615,0793821010
11616,0805017860
11617,0805068015
11618,0810981890
11619,0812934539
11620,081674033X
11621,0867209437
11622,0870679880
11623,087131925X
11624,0887308791
11625,0897210026
11626,0935906037
11627,140003180X
11628,1400060222
11629,1557739749
11630,1558611479
11631,1564581764
11632,1565121651
11633,1568580037
11634,1568650043
11635,1570820457
11636,1570820872
11637,1570827273
11638,1570827974
11639,1570828016
11640,1570828768
11641,1572153237
11642,1580173128
11643,1580630200
11644,1586210629
11645,1858545129
11646,1879958236
11647,1885222556
11648,1885222564
11649,1885222572
11650,1885222580
11651,1885222599
11652,1885222602
11653,1885222610
11654,1885222629
11655,1885222645
11656,1885222653
11657,1885222661
11658,188522267X
11659,1885222696
11660,188522270X
11661,1885222718
11662,1885222726
11663,1885222734
11664,0020698461
11665,0023401354
11666,0029079705
11667,003001512X
11668,0030115078
11669,0030975891
11670,006017143X
11671,0060392584
11672,0060404361
11673,0060806982
11674,0060915188
11675,0060916508
11676,0060921153
11677,0061044571
11678,0061058246
11679,0061096113
11680,0062516329
11681,0062734288
11682,0064637204
11683,0070074437
11684,0070123322
11685,0070296979
11686,0070465037
11687,0070561362
11688,0070561567
11689,0070605769
11690,0072295090
11691,0130112887
11692,0130127310
11693,0130342653
11694,0130464171
11695,0130815667
11696,0130904635
11697,0133622290
11698,0134792475
11699,0139245553
11700,0140089225
11701,0140186832
11702,0140231226
11703,0140481397
11704,015334850X
11705,0157175308
11706,0192834878
11707,0192840282
11708,0192876597
11709,0195029488
11710,0195037286
11711,0195044509
11712,0195081382
11713,0195114485
11714,0195407504
11715,0201409488
11716,0205309453
11717,0226816273
11718,0231102976
11719,0253188709
11720,0275943550
11721,0300058675
11722,0300084285
11723,0306444712
11724,0306459809
11725,0312097883
11726,0312141017
11727,0312143575
11728,0312187947
11729,0312210310
11730,0312272243
11731,0312631901
11732,0312890001
11733,0312964056
11734,0313300704
11735,0316829358
11736,0316955159
11737,0321056817
11738,0345296176
11739,0345409574
11740,0345422384
11741,0345434803
11742,0373034091
11743,0373224613
11744,0373700059
11745,0374321272
11746,0374520259
11747,0374525811
11748,0375700366
11749,0380007789
11750,0380769557
11751,0380789787
11752,0385014805
11753,0385086164
11754,0385098847
11755,0385135025
11756,0385143672
11757,0385145969
11758,0385188188
11759,0385260458
11760,0385263058
11761,0385293054
11762,0385308752
11763,0385308957
11764,0385319673
11765,0385324073
11766,0385333064
11767,038541479X
11768,0385418574
11769,0385418965
11770,0385470940
11771,0385473184
11772,0385474555
11773,0385478046
11774,0385487525
11775,0393006441
11776,0393091724
11777,0393096653
11778,0393309762
11779,0393972917
11780,0393973573
11781,0393975681
11782,039397569X
11783,0393977226
11784,039453574X
11785,0394755235
11786,0395081831
11787,0395140994
11788,0395688612
11789,0395689902
11790,0395857929
11791,0395909376
11792,0399226168
11793,0404614817
11794,0415141842
11795,042511306X
11796,0425160394
11797,0440125669
11798,0440181275
11799,0440209153
11800,0440507863
11801,0441005241
11802,0441005373
11803,0441234224
11804,0446394173
11805,0446602914
11806,044815689X
11807,0449220893
11808,044970436X
11809,0449911683
11810,0451114493
11811,0451173139
11812,0451180232
11813,0451186311
11814,0451188616
11815,0451190572
11816,0451190750
11817,0451197488
11818,0451407938
11819,0451409000
11820,0451409450
11821,0452265010
11822,0452273307
11823,0452282764
11824,0471113565
11825,0486211258
11826,0500237549
11827,0500272425
11828,0505521164
11829,051511331X
11830,0515115843
11831,0517031531
11832,0517121794
11833,0517187213
11834,0517530317
11835,0517538393
11836,0517554399
11837,0517575019
11838,0517577305
11839,0520047478
11840,0521437350
11841,0521565871
11842,0523414889
11843,0525097805
11844,0525245707
11845,0525456074
11846,0525459294
11847,0525459537
11848,0525944451
11849,0531085880
11850,0531087069
11851,0534560709
11852,0553212974
11853,0553213652
11854,055325748X
11855,0553264907
11856,0553275283
11857,0553372882
11858,0553566032
11859,0573605742
11860,0590480464
11861,0609800981
11862,0613325419
11863,0613329740
11864,065800221X
11865,067003116X
11866,067084554X
11867,0670851302
11868,0670857416
11869,0670869392
11870,0671011332
11871,0671034057
11872,0671448331
11873,0671459716
11874,0671670913
11875,0671684264
11876,0671684612
11877,0671689703
11878,0671749412
11879,0671809865
11880,0671811916
11881,0671870114
11882,0671880608
11883,0671897071
11884,067352390X
11885,0673995526
11886,0674443624
11887,0674503589
11888,0674704940
11889,0679413936
11890,0679422579
11891,0679732187
11892,0679732268
11893,0679748148
11894,0679765891
11895,0679784071
11896,0679958568
11897,0679970584
11898,068481451X
11899,0684844419
11900,0684853523
11901,0688057748
11902,0688059902
11903,0688078885
11904,068808365X
11905,0688101755
11906,0688111327
11907,0688132456
11908,0688135064
11909,0688139019
11910,0688143733
11911,0689312539
11912,0689806973
11913,0689831528
11914,0700603808
11915,0700609369
11916,0710002440
11917,0714539139
11918,0736628916
11919,0743200330
11920,0743452402
11921,0761503714
11922,0761504966
11923,0761518118
11924,0761524851
11925,0763604895
11926,0764500481
11927,0764560670
11928,0765606852
11929,0786803959
11930,0786889543
11931,078942522X
11932,0791412822
11933,080105060X
11934,080105396X
11935,0801420113
11936,0801494257
11937,080149687X
11938,0802772412
11939,0802772439
11940,0802772463
11941,0802772471
11942,0802772528
11943,0802772536
11944,0802772544
11945,0802773249
11946,0803273185
11947,0803706200
11948,0803711921
11949,0803945418
11950,0804105588
11951,0805026568
11952,0805026584
11953,0805032576
11954,0805037942
11955,0805210601
11956,0807588199
11957,0808575376
11958,0810118882
11959,0811201015
11960,0811201465
11961,0811210308
11962,0812043626
11963,0812515595
11964,0813315840
11965,0813911494
11966,0814158692
11967,0815604785
11968,0815625596
11969,0816631298
11970,0816635269
11971,0817013989
11972,082171337X
11973,0821717626
11974,0821734105
11975,0821747983
11976,0822003376
11977,0822005514
11978,0823412865
11979,0834218674
11980,0836267451
11981,0837876095
11982,0838481248
11983,0842342982
11984,0842362207
11985,0842380019
11986,0843937440
11987,0843938331
11988,0843939958
11989,0843941758
11990,0843944099
11991,0843944412
11992,0844252565
11993,0844273260
11994,0844278521
11995,0849916526
11996,0870031279
11997,0871626020
11998,0872494624
11999,0873525655
12000,0873529758
12001,0874364353
12002,0874711711
12003,0877799156
12004,0878450726
12005,0878916318
12006,0880708697
12007,0881254908
12008,088344075X
12009,0883470462
12010,0891902309
12011,0894101412
12012,089774151X
12013,0898792231
12014,0898794420
12015,0898798507
12016,0898798736
12017,0898798760
12018,0898799015
12019,0898799813
12020,0899199577
12021,089966945X
12022,0915144433
12023,0938410857
12024,096146447X
12025,0962044555
12026,0962144401
12027,096547335X
12028,1551660504
12029,1551662906
12030,1551665891
12031,1556610793
12032,1557041318
12033,1557484562
12034,1557739404
12035,1557831572
12036,155850012X
12037,1559722002
12038,1560542942
12039,1561001058
12040,1563890828
12041,1563893339
12042,1563971437
12043,1564762440
12044,1565103726
12045,1565109422
12046,1565631706
12047,1565937287
12048,1566868912
12049,1569873526
12050,1569874484
12051,1571103422
12052,1573220922
12053,1573226122
12054,1576731839
12055,1577180941
12056,1579901751
12057,1581150296
12058,1582970440
12059,1582970696
12060,1585672998
12061,1585980730
12062,1586481304
12063,1850156409
12064,1853264253
12065,1853264296
12066,1853264334
12067,1878067826
12068,1882577981
12069,1883642388
12070,1885266006
12071,1887166734
12072,3791313657
12073,9679785904
12074,000104687X
12075,0001047213
12076,0001047973
12077,0001048082
12078,0002163713
12079,0002241358
12080,0002252376
12081,0002253372
12082,0004704754
12083,000611962X
12084,0006156487
12085,0006370829
12086,0006380964
12087,0007100108
12088,0007114788
12089,0007144350
12090,0020332858
12091,0020820445
12092,0025226207
12093,0029640407
12094,0029690803
12095,0029692407
12096,0029693306
12097,0046410430
12098,0060007761
12099,0060094818
12100,0060103132
12101,0060164115
12102,0060168412
12103,0060170085
12104,0060176709
12105,0060264500
12106,0060512180
12107,0060531045
12108,0060581859
12109,0060900075
12110,0060907894
12111,0060923970
12112,0060927615
12113,0060932384
12114,0060933267
12115,006095969X
12116,0060971169
12117,0060973277
12118,0060974680
12119,0060975962
12120,0060977493
12121,0061003344
12122,0061095052
12123,0070236577
12124,007051092X
12125,0070523398
12126,0075535572
12127,0091800625
12128,0094657203
12129,0099143712
12130,0099302004
12131,0099429284
12132,0099435136
12133,0130582158
12134,0130832545
12135,0134169824
12136,013852632X
12137,0140003185
12138,0140006680
12139,0140009841
12140,014001165X
12141,0140013113
12142,0140017151
12143,0140018484
12144,0140018514
12145,0140020268
12146,0140021965
